0 ; 0.0 ; 0.0 ; 0.0 ; 0.0
1 ; 0.0 ; 0.8333333 ; 0.0 ; 0.8333333
2 ; 0.0 ; 0.8333333 ; 0.0 ; 1.6666666
3 ; 0.0 ; 0.0 ; 0.0 ; 1.6666666
4 ; 0.0 ; 0.0 ; 0.0 ; 1.6666666
5 ; 0.0 ; 0.8333333 ; 0.0 ; 2.5
6 ; 0.0 ; 0.0 ; 0.0 ; 2.5
7 ; 0.0 ; 0.0 ; 0.0 ; 2.5
8 ; 0.0 ; 0.0 ; 0.0 ; 2.5
9 ; 0.0 ; 0.8333333 ; 0.0 ; 3.3333333
10 ; 0.0 ; 0.8333333 ; 0.0 ; 4.1666665
11 ; 0.0 ; 0.8333333 ; 0.0 ; 5.0
12 ; 0.0 ; 0.0 ; 0.0 ; 5.0
13 ; 0.0 ; 0.8333333 ; 0.0 ; 5.8333335
14 ; 0.0 ; 0.8333333 ; 0.0 ; 6.666667
15 ; 0.0 ; 0.8333333 ; 0.0 ; 7.5000005
16 ; 0.0 ; 0.0 ; 0.0 ; 7.5000005
17 ; 0.0 ; 0.8333333 ; 0.0 ; 8.333334
18 ; 0.0 ; 0.0 ; 0.0 ; 8.333334
19 ; 0.0 ; 0.0 ; 0.0 ; 8.333334
20 ; 0.0 ; 0.0 ; 0.0 ; 8.333334
21 ; 0.0 ; 0.8333333 ; 0.0 ; 9.166667
22 ; 0.0 ; 0.0 ; 0.0 ; 9.166667
23 ; 0.0 ; 0.0 ; 0.0 ; 9.166667
24 ; 0.0 ; 0.8333333 ; 0.0 ; 10.0
25 ; 0.0 ; 0.0 ; 0.0 ; 10.0
26 ; 0.0 ; 0.8333333 ; 0.0 ; 10.833333
27 ; 0.0 ; 0.0 ; 0.0 ; 10.833333
28 ; 0.0 ; 0.0 ; 0.0 ; 10.833333
29 ; 0.0 ; 0.0 ; 0.0 ; 10.833333
30 ; 0.0 ; 0.8333333 ; 0.0 ; 11.666666
31 ; 0.0 ; 0.0 ; 0.0 ; 11.666666
32 ; 0.0 ; 0.8333333 ; 0.0 ; 12.499999
33 ; 0.0 ; 0.0 ; 0.0 ; 12.499999
34 ; 0.0 ; 0.8333333 ; 0.0 ; 13.333332
35 ; 0.0 ; 0.0 ; 0.0 ; 13.333332
36 ; 0.0 ; 0.0 ; 0.0 ; 13.333332
37 ; 0.0 ; 0.8333333 ; 0.0 ; 14.166665
38 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
39 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
40 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
41 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
42 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
43 ; 0.0 ; 0.0 ; 0.0 ; 14.166665
44 ; 0.0 ; 0.8333333 ; 0.0 ; 14.999998
45 ; 0.0 ; 0.0 ; 0.0 ; 14.999998
46 ; 0.0 ; 0.0 ; 0.0 ; 14.999998
47 ; 0.0 ; 0.0 ; 0.0 ; 14.999998
